日期,序號,會員代號,投注金額（元）,本店所屬起算日,保障本店所屬到期日
2024-01-08,883,瑋72305,0,2024-01-01,2024-07-01
2024-01-08,884,琪55550,0,2024-01-01,2024-07-01
2024-01-08,885,豪74911,0,2024-01-01,2024-07-01
2024-01-08,886,雪22532,0,2024-01-01,2024-07-01
2024-01-08,887,峯59071,0,2024-01-01,2024-07-01
2024-01-08,888,巽61247,0,2024-01-01,2024-07-01
2024-01-08,889,誠88528,0,2024-01-01,2024-07-01
2024-01-08,890,智68562,0,2024-01-01,2024-07-01
2024-01-08,891,堯65679,0,2024-01-01,2024-07-01
2024-01-08,892,禎82076,0,2024-01-01,2024-07-01
2024-01-08,893,貴14041,0,2024-01-01,2024-07-01
2024-01-08,894,暐19648,0,2024-01-01,2024-07-01
2024-01-08,895,傑85158,0,2024-01-01,2024-07-01
2024-01-08,896,旂96851,0,2024-01-03,2024-07-03
2024-01-08,897,勛12298,0,2024-01-01,2024-07-01
2024-01-08,898,輝10858,0,2024-01-01,2024-07-01
2024-01-08,899,安69537,0,2024-01-01,2024-07-01
2024-01-08,900,屹69935,0,2024-01-01,2024-07-01
2024-01-08,901,瑜28986,0,2024-01-01,2024-07-01
2024-01-08,902,偉88967,0,2024-01-01,2024-07-01
2024-01-08,903,晟94368,0,2024-01-01,2024-07-01
2024-01-08,904,翔39708,0,2024-01-01,2024-07-01
2024-01-08,905,聰70893,0,2024-01-01,2024-07-01
2024-01-08,906,芳04477,0,2024-01-01,2024-07-01
2024-01-08,907,彥83870,0,2024-01-01,2024-07-01
2024-01-08,908,賢18593,0,2024-01-01,2024-07-01
2024-01-08,909,宏55857,0,2024-01-01,2024-07-01
2024-01-08,910,傑61595,0,2024-01-01,2024-07-01
2024-01-08,911,文92085,0,2024-01-04,2024-07-04
2024-01-08,912,威52780,0,2024-01-01,2024-07-01
2024-01-08,913,均11427,0,2024-01-01,2024-07-01
2024-01-08,914,勳17457,0,2024-01-01,2024-07-01
2024-01-08,915,文20506,0,2024-01-01,2024-07-01
2024-01-08,916,怡76012,0,2024-01-01,2024-07-01
2024-01-08,917,勛11036,0,2024-01-01,2024-07-01
2024-01-08,918,蒙87300,0,2024-01-01,2024-07-01
2024-01-08,919,昀87750,0,2024-01-01,2024-07-01
2024-01-08,920,中13213,0,2024-01-02,2024-07-02
2024-01-08,921,銘22447,0,2024-01-04,2024-07-04
2024-01-08,922,燁65792,0,2024-01-09,2024-07-09
2024-01-08,923,中15830,0,2024-01-01,2024-07-01
2024-01-08,924,明28623,0,2024-01-01,2024-07-01
2024-01-08,925,仲39155,0,2024-01-01,2024-07-01
2024-01-08,926,渝93230,0,2024-01-01,2024-07-01
2024-01-08,927,翔12153,0,2024-01-01,2024-07-01
2024-01-08,928,均22496,0,2024-01-01,2024-07-01
2024-01-08,929,誠05591,0,2024-01-01,2024-07-01
2024-01-08,930,民06561,0,2024-01-01,2024-07-01
2024-01-08,931,杰57727,0,2024-01-01,2024-07-01
2024-01-08,932,達83500,0,2024-01-01,2024-07-01
2024-01-08,933,庭75117,0,2024-01-01,2024-07-01
2024-01-08,934,凱98311,0,2024-01-01,2024-07-01
2024-01-08,935,淞43101,0,2024-01-01,2024-07-01
2024-01-08,936,廷55377,0,2024-01-01,2024-07-01
2024-01-08,937,瑋65082,0,2024-01-01,2024-07-01
2024-01-08,938,鴻94636,0,2024-01-01,2024-07-01
2024-01-08,939,彬10413,0,2024-01-01,2024-07-01
2024-01-08,940,裕15014,0,2024-01-01,2024-07-01
2024-01-08,941,美61482,0,2024-01-01,2024-07-01
2024-01-08,942,秀67568,0,2024-01-01,2024-07-01
2024-01-08,943,翔87496,0,2024-01-01,2024-07-01
2024-01-08,944,森89116,0,2024-01-01,2024-07-01
2024-01-08,945,瑋41064,0,2024-01-01,2024-07-01
2024-01-08,946,昌83527,0,2024-01-01,2024-07-01
2024-01-08,947,哲99252,0,2024-01-01,2024-07-01
2024-01-08,948,瑜33367,0,2024-01-01,2024-07-01
2024-01-08,949,權60288,0,2024-01-01,2024-07-01
2024-01-08,950,盈83087,0,2024-01-01,2024-07-01
2024-01-08,951,瑜91740,0,2024-01-01,2024-07-01
2024-01-08,952,廷83713,0,2024-01-01,2024-07-01
2024-01-08,953,毅15723,0,2024-01-01,2024-07-01
2024-01-08,954,婷74690,0,2024-01-01,2024-07-01
2024-01-08,955,賢46964,0,2024-01-01,2024-07-01
2024-01-08,956,恬00075,0,2024-01-01,2024-07-01
2024-01-08,957,鈞81499,0,2024-01-01,2024-07-01
2024-01-08,958,慈17325,0,2024-01-01,2024-07-01
2024-01-08,959,安11153,0,2024-01-01,2024-07-01
2024-01-08,960,臻83308,0,2024-01-01,2024-07-01
2024-01-08,961,昇59403,0,2024-01-01,2024-07-01
2024-01-08,962,寧26556,0,2024-01-01,2024-07-01
2024-01-08,963,諭26566,0,2024-01-01,2024-07-01
2024-01-08,964,揚65728,0,2024-01-01,2024-07-01
2024-01-08,965,慧02636,0,2024-01-01,2024-07-01
2024-01-08,966,智16513,0,2024-01-01,2024-07-01
2024-01-08,967,銘09006,0,2024-01-01,2024-07-01
2024-01-08,968,秦09132,0,2024-01-01,2024-07-01
2024-01-08,969,岳25381,0,2024-01-01,2024-07-01
2024-01-08,970,銘01496,0,2024-01-01,2024-07-01
2024-01-08,971,嘉62642,0,2024-01-01,2024-07-01
2024-01-08,972,均50026,0,2024-01-01,2024-07-01
2024-01-08,973,富27477,0,2024-01-01,2024-07-01
2024-01-08,974,君01258,0,2024-01-01,2024-07-01
2024-01-08,975,穎39262,0,2024-01-01,2024-07-01
2024-01-08,976,鴻01301,0,2024-01-01,2024-07-01
2024-01-08,977,瑋78673,0,2024-01-01,2024-07-01
2024-01-08,978,欣81217,0,2024-01-01,2024-07-01
2024-01-08,979,岳03234,0,2024-01-06,2024-07-06
2024-01-08,980,銓70364,0,2024-01-01,2024-07-01
2024-01-08,981,生12963,0,2024-01-01,2024-07-01
2024-01-08,982,軒22028,0,2024-01-01,2024-07-01
2024-01-08,983,誠97219,0,2024-01-01,2024-07-01
2024-01-08,984,辰40085,0,2024-01-05,2024-07-05
2024-01-08,985,芬11752,0,2024-01-01,2024-07-01
2024-01-08,986,宏30235,0,2024-01-01,2024-07-01
2024-01-09,1,誠13777,"50,000",2024-01-01,2024-07-01
2024-01-09,2,儒53912,"20,220",2024-01-07,2024-07-07
2024-01-09,3,樺11150,"18,120",2024-01-01,2024-07-01
2024-01-09,4,予19751,"17,810",2024-01-01,2024-07-01
2024-01-09,5,金69717,"9,600",2024-01-01,2024-07-01
2024-01-09,6,岳79021,"8,180",2024-01-01,2024-07-01
2024-01-09,7,翰16520,"7,530",2024-01-01,2024-07-01
2024-01-09,8,樺74610,"5,000",2024-01-01,2024-07-01
2024-01-09,9,偉95504,"5,000",2024-01-01,2024-07-01
2024-01-09,10,桀13469,"5,000",2024-01-01,2024-07-01
2024-01-09,11,翔52325,"4,800",2024-01-01,2024-07-01
2024-01-09,12,佑59406,"4,450",2024-01-01,2024-07-01
2024-01-09,13,賓69986,"3,800",2024-01-01,2024-07-01
2024-01-09,14,瑋80137,"2,770",2024-01-08,2024-07-08
2024-01-09,15,銘89498,"2,560",2024-01-01,2024-07-01
2024-01-09,16,庭52960,"2,500",2024-01-01,2024-07-01
2024-01-09,17,昌79197,"2,300",2024-01-01,2024-07-01
2024-01-09,18,容56772,"2,150",2024-01-01,2024-07-01
2024-01-09,19,陞25645,"2,000",2024-01-01,2024-07-01
2024-01-09,20,文10258,"1,500",2024-01-01,2024-07-01
2024-01-09,21,汝39210,"1,400",2024-01-01,2024-07-01
2024-01-09,22,誠82986,"1,400",2024-01-02,2024-07-02
2024-01-09,23,炫96390,"1,330",2024-01-01,2024-07-01
2024-01-09,24,麒38273,"1,250",2024-01-01,2024-07-01
2024-01-09,25,蔚78345,"1,180",2024-01-01,2024-07-01
2024-01-09,26,宏99936,"1,020",2024-01-01,2024-07-01
2024-01-09,27,樺89917,"1,000",2024-01-01,2024-07-01
2024-01-09,28,榮02821,"1,000",2024-01-01,2024-07-01
2024-01-09,29,誠82375,"1,000",2024-01-08,2024-07-08
2024-01-09,30,翊37147,"1,000",2024-01-01,2024-07-01
2024-01-09,31,泰00840,"1,000",2024-01-01,2024-07-01
2024-01-09,32,霖41328,"1,000",2024-01-01,2024-07-01
2024-01-09,33,沂80395,"1,000",2024-01-01,2024-07-01
2024-01-09,34,德62178,960,2024-01-01,2024-07-01
2024-01-09,35,昇24756,900,2024-01-01,2024-07-01
2024-01-09,36,穎67027,900,2024-01-02,2024-07-02
2024-01-09,37,銨00828,810,2024-01-01,2024-07-01
2024-01-09,38,林90600,800,2024-01-01,2024-07-01
2024-01-09,39,文73755,600,2024-01-03,2024-07-03
2024-01-09,40,廷23589,600,2024-01-01,2024-07-01
2024-01-09,41,廣37369,550,2024-01-01,2024-07-01
2024-01-09,42,秋19825,530,2024-01-01,2024-07-01
2024-01-09,43,凱33923,500,2024-01-01,2024-07-01
2024-01-09,44,宏28763,500,2024-01-01,2024-07-01
2024-01-09,45,霈46297,500,2024-01-06,2024-07-06
2024-01-09,46,威63775,430,2024-01-01,2024-07-01
2024-01-09,47,文17232,400,2024-01-01,2024-07-01
2024-01-09,48,銘01496,400,2024-01-01,2024-07-01
2024-01-09,49,鴻59133,380,2024-01-01,2024-07-01
2024-01-09,50,利89092,380,2024-01-01,2024-07-01
2024-01-09,51,傑00848,360,2024-01-01,2024-07-01
2024-01-09,52,杰16153,330,2024-01-01,2024-07-01
2024-01-09,53,傑97510,280,2024-01-01,2024-07-01
2024-01-09,54,緯65462,250,2024-01-01,2024-07-01
2024-01-09,55,騰41760,220,2024-01-01,2024-07-01
2024-01-09,56,誠29065,200,2024-01-01,2024-07-01
2024-01-09,57,興68935,200,2024-01-02,2024-07-02
2024-01-09,58,修26369,200,2024-01-06,2024-07-06
2024-01-09,59,語21309,200,2024-01-01,2024-07-01
2024-01-09,60,甫53162,200,2024-01-01,2024-07-01
2024-01-09,61,景98486,120,2024-01-01,2024-07-01
2024-01-09,62,聖29006,110,2024-01-01,2024-07-01
2024-01-09,63,禎05069,100,2024-01-01,2024-07-01
2024-01-09,64,妤44145,100,2024-01-01,2024-07-01
2024-01-09,65,宏30200,100,2024-01-01,2024-07-01
2024-01-09,66,名89966,100,2024-01-01,2024-07-01
2024-01-09,67,憲27290,100,2024-01-01,2024-07-01
2024-01-09,68,鈞27525,100,2024-01-01,2024-07-01
2024-01-09,69,祐88390,100,2024-01-01,2024-07-01
2024-01-09,70,暐53508,100,2024-01-01,2024-07-01
2024-01-09,71,傑79376,100,2024-01-01,2024-07-01
2024-01-09,72,耀90600,100,2024-01-08,2024-07-08
2024-01-09,73,成85051,100,2024-01-02,2024-07-02
2024-01-09,74,瑋12911,0,2024-01-02,2024-07-02
2024-01-09,75,偉52502,0,2024-01-02,2024-07-02
2024-01-09,76,昀68606,0,2024-01-02,2024-07-02
2024-01-09,77,中75738,0,2024-01-01,2024-07-01
2024-01-09,78,皓75990,0,2024-01-02,2024-07-02
2024-01-09,79,原90991,0,2024-01-02,2024-07-02
2024-01-09,80,皓00522,0,2024-01-02,2024-07-02
2024-01-09,81,鴻27097,0,2024-01-02,2024-07-02
2024-01-09,82,妮74024,0,2024-01-02,2024-07-02
2024-01-09,83,光74147,0,2024-01-02,2024-07-02
2024-01-09,84,蓮90891,0,2024-01-02,2024-07-02
2024-01-09,85,銓86572,0,2024-01-02,2024-07-02
2024-01-09,86,瑄05547,0,2024-01-03,2024-07-03
2024-01-09,87,禎09087,0,2024-01-01,2024-07-01
2024-01-09,88,零37376,0,2024-01-03,2024-07-03
2024-01-09,89,偉80970,0,2024-01-04,2024-07-04
2024-01-09,90,慶84646,0,2024-01-04,2024-07-04
2024-01-09,91,遠02873,0,2024-01-04,2024-07-04
2024-01-09,92,承05854,0,2024-01-04,2024-07-04
2024-01-09,93,衡32092,0,2024-01-04,2024-07-04
2024-01-09,94,胤61377,0,2024-01-04,2024-07-04
2024-01-09,95,緯69887,0,2024-01-04,2024-07-04
2024-01-09,96,耀85696,0,2024-01-01,2024-07-01
2024-01-09,97,澄92838,0,2024-01-04,2024-07-04
2024-01-09,98,廷06669,0,2024-01-04,2024-07-04
2024-01-09,99,騰36998,0,2024-01-01,2024-07-01
2024-01-09,100,婷48410,0,2024-01-04,2024-07-04
2024-01-09,101,霏80478,0,2024-01-04,2024-07-04
2024-01-09,102,賢01014,0,2024-01-04,2024-07-04
2024-01-09,103,婷30182,0,2024-01-04,2024-07-04
2024-01-09,104,霖65733,0,2024-01-05,2024-07-05
2024-01-09,105,卿22430,0,2024-01-05,2024-07-05
2024-01-09,106,華73531,0,2024-01-05,2024-07-05
2024-01-09,107,樺99670,0,2024-01-05,2024-07-05
2024-01-09,108,靳24286,0,2024-01-05,2024-07-05
2024-01-09,109,誼33604,0,2024-01-05,2024-07-05
2024-01-09,110,謙61249,0,2024-01-05,2024-07-05
2024-01-09,111,堯93796,0,2024-01-05,2024-07-05
2024-01-09,112,元54897,0,2024-01-06,2024-07-06
2024-01-09,113,毅08549,0,2024-01-06,2024-07-06
2024-01-09,114,涵22295,0,2024-01-06,2024-07-06
2024-01-09,115,妡17922,0,2024-01-08,2024-07-08
2024-01-09,116,安23084,0,2024-01-08,2024-07-08
2024-01-09,117,奚87554,0,2024-01-08,2024-07-08
2024-01-09,118,家93328,0,2024-01-08,2024-07-08
2024-01-09,119,男95973,0,2024-01-01,2024-07-01
2024-01-09,120,三37271,0,2024-01-01,2024-07-01
2024-01-09,121,典81272,0,2024-01-09,2024-07-09
2024-01-09,122,汯84855,0,2024-01-01,2024-07-01
2024-01-09,123,玲98906,0,2024-01-09,2024-07-09
2024-01-09,124,正15339,0,2024-01-09,2024-07-09
2024-01-09,125,浩77335,0,2024-01-10,2024-07-10
2024-01-09,126,捷96374,0,2024-01-10,2024-07-10
2024-01-09,127,安14984,0,2024-01-10,2024-07-10
2024-01-09,128,隆29542,0,2024-01-10,2024-07-10
2024-01-09,129,蓮89391,0,2024-01-10,2024-07-10
2024-01-09,130,嬅13646,0,2024-01-01,2024-07-01
2024-01-09,131,文22569,0,2024-01-01,2024-07-01
2024-01-09,132,超61925,0,2024-01-01,2024-07-01
2024-01-09,133,逸58317,0,2024-01-01,2024-07-01
2024-01-09,134,光75277,0,2024-01-01,2024-07-01
2024-01-09,135,翔81200,0,2024-01-01,2024-07-01
2024-01-09,136,如48774,0,2024-01-06,2024-07-06
2024-01-09,137,尹99613,0,2024-01-06,2024-07-06
2024-01-09,138,偉11177,0,2024-01-01,2024-07-01
2024-01-09,139,榮25435,0,2024-01-06,2024-07-06
2024-01-09,140,翔33304,0,2024-01-06,2024-07-06
2024-01-09,141,欣01524,0,2024-01-07,2024-07-07
2024-01-09,142,偉32726,0,2024-01-07,2024-07-07
2024-01-09,143,銘22621,0,2024-01-02,2024-07-02
2024-01-09,144,宇22634,0,2024-01-02,2024-07-02
2024-01-09,145,宇40852,0,2024-01-02,2024-07-02
2024-01-09,146,羽50091,0,2024-01-01,2024-07-01
2024-01-09,147,瑋37639,0,2024-01-02,2024-07-02
2024-01-09,148,志63742,0,2024-01-02,2024-07-02
2024-01-09,149,錦73211,0,2024-01-02,2024-07-02
2024-01-09,150,瑜97831,0,2024-01-01,2024-07-01
2024-01-09,151,嫣64515,0,2024-01-02,2024-07-02
2024-01-09,152,辰64923,0,2024-01-01,2024-07-01
2024-01-09,153,弦03004,0,2024-01-02,2024-07-02
2024-01-09,154,德72116,0,2024-01-02,2024-07-02
2024-01-09,155,貽71690,0,2024-01-01,2024-07-01
2024-01-09,156,松05592,0,2024-01-01,2024-07-01
2024-01-09,157,雲06973,0,2024-01-01,2024-07-01
2024-01-09,158,森92592,0,2024-01-04,2024-07-04
2024-01-09,159,修05211,0,2024-01-01,2024-07-01
2024-01-09,160,珍38000,0,2024-01-01,2024-07-01
2024-01-09,161,茹49338,0,2024-01-01,2024-07-01
2024-01-09,162,祥21509,0,2024-01-01,2024-07-01
2024-01-09,163,賢59432,0,2024-01-01,2024-07-01
2024-01-09,164,儒99978,0,2024-01-01,2024-07-01
2024-01-09,165,承37559,0,2024-01-01,2024-07-01
2024-01-09,166,萱80535,0,2024-01-01,2024-07-01
2024-01-09,167,廷85935,0,2024-01-01,2024-07-01
2024-01-09,168,珉54270,0,2024-01-07,2024-07-07
2024-01-09,169,輝72841,0,2024-01-07,2024-07-07
2024-01-09,170,豪76724,0,2024-01-07,2024-07-07
2024-01-09,171,震78670,0,2024-01-07,2024-07-07
2024-01-09,172,靖80066,0,2024-01-02,2024-07-02
2024-01-09,173,一85252,0,2024-01-07,2024-07-07
2024-01-09,174,培90784,0,2024-01-07,2024-07-07
2024-01-09,175,娟16736,0,2024-01-07,2024-07-07
2024-01-09,176,豪19212,0,2024-01-07,2024-07-07
2024-01-09,177,叡71742,0,2024-01-08,2024-07-08
2024-01-09,178,哲79375,0,2024-01-08,2024-07-08
2024-01-09,179,芬25316,0,2024-01-01,2024-07-01
2024-01-09,180,樺60585,0,2024-01-01,2024-07-01
2024-01-09,181,盛77086,0,2024-01-01,2024-07-01
2024-01-09,182,雯09172,0,2024-01-01,2024-07-01
2024-01-09,183,慧72756,0,2024-01-01,2024-07-01
2024-01-09,184,銓35842,0,2024-01-01,2024-07-01
2024-01-09,185,儫18675,0,2024-01-01,2024-07-01
2024-01-09,186,俽31270,0,2024-01-04,2024-07-04
2024-01-09,187,毓16657,0,2024-01-01,2024-07-01
2024-01-09,188,涵89610,0,2024-01-06,2024-07-06
2024-01-09,189,豪10990,0,2024-01-01,2024-07-01
2024-01-09,190,明17692,0,2024-01-01,2024-07-01
2024-01-09,191,禾98553,0,2024-01-01,2024-07-01
2024-01-09,192,甫11398,0,2024-01-06,2024-07-06
2024-01-09,193,宜67892,0,2024-01-01,2024-07-01
2024-01-09,194,斌95987,0,2024-01-01,2024-07-01
2024-01-09,195,宇28498,0,2024-01-01,2024-07-01
2024-01-09,196,豐37900,0,2024-01-01,2024-07-01
2024-01-09,197,妤33212,0,2024-01-01,2024-07-01
2024-01-09,198,諾17099,0,2024-01-01,2024-07-01
2024-01-09,199,宸25702,0,2024-01-01,2024-07-01
2024-01-09,200,瑋35035,0,2024-01-01,2024-07-01
2024-01-09,201,翰52673,0,2024-01-01,2024-07-01
2024-01-09,202,棋20405,0,2024-01-01,2024-07-01
2024-01-09,203,磊95877,0,2024-01-01,2024-07-01
2024-01-09,204,銓45131,0,2024-01-01,2024-07-01
2024-01-09,205,遠80397,0,2024-01-01,2024-07-01
2024-01-09,206,緯27480,0,2024-01-10,2024-07-10
2024-01-09,207,哲51260,0,2024-01-01,2024-07-01
2024-01-09,208,翰94616,0,2024-01-01,2024-07-01
2024-01-09,209,慧27716,0,2024-01-01,2024-07-01
2024-01-09,210,璋65622,0,2024-01-01,2024-07-01
2024-01-09,211,義57530,0,2024-01-01,2024-07-01
2024-01-09,212,辰47372,0,2024-01-01,2024-07-01
2024-01-09,213,文00963,0,2024-01-01,2024-07-01
2024-01-09,214,得50839,0,2024-01-01,2024-07-01
2024-01-09,215,銘42417,0,2024-01-01,2024-07-01
2024-01-09,216,松26269,0,2024-01-01,2024-07-01
2024-01-09,217,郁66931,0,2024-01-01,2024-07-01
2024-01-09,218,巧02177,0,2024-01-01,2024-07-01
2024-01-09,219,穎06426,0,2024-01-01,2024-07-01
2024-01-09,220,凱37706,0,2024-01-01,2024-07-01
2024-01-09,221,婷43101,0,2024-01-01,2024-07-01
2024-01-09,222,擎84173,0,2024-01-01,2024-07-01
2024-01-09,223,甯91137,0,2024-01-01,2024-07-01
2024-01-09,224,澤49206,0,2024-01-01,2024-07-01
2024-01-09,225,美21645,0,2024-01-01,2024-07-01
2024-01-09,226,憲65737,0,2024-01-01,2024-07-01
2024-01-09,227,淙95302,0,2024-01-01,2024-07-01
2024-01-09,228,豪46229,0,2024-01-01,2024-07-01
2024-01-09,229,淵58667,0,2024-01-01,2024-07-01
2024-01-09,230,智82782,0,2024-01-01,2024-07-01
2024-01-09,231,哲79844,0,2024-01-01,2024-07-01
2024-01-09,232,中43356,0,2024-01-01,2024-07-01
2024-01-09,233,皓25889,0,2024-01-01,2024-07-01
2024-01-09,234,維54889,0,2024-01-01,2024-07-01
2024-01-09,235,源00659,0,2024-01-01,2024-07-01
2024-01-09,236,祥64695,0,2024-01-01,2024-07-01
2024-01-09,237,賓21913,0,2024-01-04,2024-07-04
2024-01-09,238,容26882,0,2024-01-01,2024-07-01
2024-01-09,239,倫78073,0,2024-01-01,2024-07-01
2024-01-09,240,杰69578,0,2024-01-01,2024-07-01
2024-01-09,241,瑱97123,0,2024-01-01,2024-07-01
2024-01-09,242,霖02869,0,2024-01-07,2024-07-07
2024-01-09,243,渝25335,0,2024-01-01,2024-07-01
2024-01-09,244,玲90118,0,2024-01-01,2024-07-01
2024-01-09,245,詩81250,0,2024-01-01,2024-07-01
2024-01-09,246,傑46257,0,2024-01-01,2024-07-01
2024-01-09,247,文44965,0,2024-01-01,2024-07-01
2024-01-09,248,慧20669,0,2024-01-01,2024-07-01
2024-01-09,249,穎64570,0,2024-01-01,2024-07-01
2024-01-09,250,甫83056,0,2024-01-01,2024-07-01
2024-01-09,251,昀21060,0,2024-01-01,2024-07-01
2024-01-09,252,君10230,0,2024-01-01,2024-07-01
2024-01-09,253,丞66433,0,2024-01-01,2024-07-01
2024-01-09,254,傑41118,0,2024-01-01,2024-07-01
2024-01-09,255,錦16765,0,2024-01-01,2024-07-01
2024-01-09,256,琪22627,0,2024-01-01,2024-07-01
2024-01-09,257,軒96352,0,2024-01-01,2024-07-01
2024-01-09,258,恒99304,0,2024-01-01,2024-07-01
2024-01-09,259,廷08826,0,2024-01-01,2024-07-01
2024-01-09,260,堂47680,0,2024-01-01,2024-07-01
2024-01-09,261,民77780,0,2024-01-01,2024-07-01
2024-01-09,262,孝58117,0,2024-01-01,2024-07-01
2024-01-09,263,坤94032,0,2024-01-01,2024-07-01
2024-01-09,264,嘉01393,0,2024-01-01,2024-07-01
2024-01-09,265,龍08018,0,2024-01-01,2024-07-01
2024-01-09,266,謀38732,0,2024-01-01,2024-07-01
2024-01-09,267,雲66322,0,2024-01-01,2024-07-01
2024-01-09,268,菁82500,0,2024-01-01,2024-07-01
2024-01-09,269,泓91763,0,2024-01-01,2024-07-01
2024-01-09,270,誠60332,0,2024-01-01,2024-07-01
2024-01-09,271,顯07716,0,2024-01-01,2024-07-01
2024-01-09,272,臻72078,0,2024-01-01,2024-07-01
2024-01-09,273,暐96151,0,2024-01-06,2024-07-06
2024-01-09,274,淵20079,0,2024-01-01,2024-07-01
2024-01-09,275,蓉51723,0,2024-01-01,2024-07-01
2024-01-09,276,彥31070,0,2024-01-01,2024-07-01
2024-01-09,277,軒44792,0,2024-01-01,2024-07-01
2024-01-09,278,淑98421,0,2024-01-01,2024-07-01
2024-01-09,279,媚29190,0,2024-01-01,2024-07-01
2024-01-09,280,卿06741,0,2024-01-01,2024-07-01
2024-01-09,281,辰52100,0,2024-01-01,2024-07-01
2024-01-09,282,麟11057,0,2024-01-01,2024-07-01
2024-01-09,283,蓉49275,0,2024-01-01,2024-07-01
2024-01-09,284,香19170,0,2024-01-01,2024-07-01
2024-01-09,285,顯20661,0,2024-01-01,2024-07-01
2024-01-09,286,傑42225,0,2024-01-01,2024-07-01
2024-01-09,287,麟63042,0,2024-01-01,2024-07-01
2024-01-09,288,遠18638,0,2024-01-01,2024-07-01
2024-01-09,289,立08021,0,2024-01-01,2024-07-01
2024-01-09,290,洲21655,0,2024-01-01,2024-07-01
2024-01-09,291,庭72679,0,2024-01-01,2024-07-01
2024-01-09,292,萱66501,0,2024-01-01,2024-07-01
2024-01-09,293,憲01385,0,2024-01-01,2024-07-01
2024-01-09,294,詒38170,0,2024-01-01,2024-07-01
2024-01-09,295,堯72049,0,2024-01-01,2024-07-01
2024-01-09,296,融03969,0,2024-01-01,2024-07-01
2024-01-09,297,倚32383,0,2024-01-01,2024-07-01
2024-01-09,298,捷26396,0,2024-01-01,2024-07-01
2024-01-09,299,一58045,0,2024-01-01,2024-07-01
2024-01-09,300,君05778,0,2024-01-01,2024-07-01
2024-01-09,301,渝59371,0,2024-01-01,2024-07-01
2024-01-09,302,廷46886,0,2024-01-01,2024-07-01
2024-01-09,303,桀32635,0,2024-01-01,2024-07-01
2024-01-09,304,辰95368,0,2024-01-01,2024-07-01
2024-01-09,305,嘉62165,0,2024-01-01,2024-07-01
2024-01-09,306,恩77587,0,2024-01-01,2024-07-01
2024-01-09,307,生78004,0,2024-01-01,2024-07-01
2024-01-09,308,珊24696,0,2024-01-01,2024-07-01
2024-01-09,309,麒39351,0,2024-01-01,2024-07-01
2024-01-09,310,緻98328,0,2024-01-01,2024-07-01
2024-01-09,311,新85775,0,2024-01-01,2024-07-01
2024-01-09,312,龍27176,0,2024-01-06,2024-07-06
2024-01-09,313,廷50800,0,2024-01-01,2024-07-01
2024-01-09,314,豪57014,0,2024-01-01,2024-07-01
2024-01-09,315,威15307,0,2024-01-01,2024-07-01
2024-01-09,316,軒83019,0,2024-01-01,2024-07-01
2024-01-09,317,衍60049,0,2024-01-01,2024-07-01
2024-01-09,318,慈81811,0,2024-01-01,2024-07-01
2024-01-09,319,良68297,0,2024-01-01,2024-07-01
2024-01-09,320,捷18752,0,2024-01-01,2024-07-01
2024-01-09,321,言59656,0,2024-01-01,2024-07-01
2024-01-09,322,豪75203,0,2024-01-01,2024-07-01
2024-01-09,323,佑05250,0,2024-01-01,2024-07-01
2024-01-09,324,杰03408,0,2024-01-01,2024-07-01
2024-01-09,325,菘12143,0,2024-01-01,2024-07-01
2024-01-09,326,恩17647,0,2024-01-01,2024-07-01
2024-01-09,327,蒼56585,0,2024-01-08,2024-07-08
2024-01-09,328,志46610,0,2024-01-01,2024-07-01
2024-01-09,329,愷92512,0,2024-01-01,2024-07-01
2024-01-09,330,展27651,0,2024-01-01,2024-07-01
2024-01-09,331,安74811,0,2024-01-01,2024-07-01
2024-01-09,332,生19980,0,2024-01-01,2024-07-01
2024-01-09,333,隆59921,0,2024-01-01,2024-07-01
2024-01-09,334,湟25732,0,2024-01-01,2024-07-01
2024-01-09,335,揚78242,0,2024-01-01,2024-07-01
2024-01-09,336,豪91290,0,2024-01-01,2024-07-01
2024-01-09,337,源16560,0,2024-01-01,2024-07-01
2024-01-09,338,檉67810,0,2024-01-01,2024-07-01
2024-01-09,339,銘22218,0,2024-01-01,2024-07-01
2024-01-09,340,瑞63400,0,2024-01-04,2024-07-04
2024-01-09,341,恩98417,0,2024-01-01,2024-07-01
2024-01-09,342,凡14518,0,2024-01-01,2024-07-01
2024-01-09,343,良46188,0,2024-01-01,2024-07-01
2024-01-09,344,勝10318,0,2024-01-01,2024-07-01
2024-01-09,345,凱97386,0,2024-01-01,2024-07-01
2024-01-09,346,輝92537,0,2024-01-04,2024-07-04
2024-01-09,347,盛82363,0,2024-01-01,2024-07-01
2024-01-09,348,杰09295,0,2024-01-01,2024-07-01
2024-01-09,349,顗87777,0,2024-01-01,2024-07-01
2024-01-09,350,宏32748,0,2024-01-06,2024-07-06
2024-01-09,351,玲36100,0,2024-01-01,2024-07-01
2024-01-09,352,綺50881,0,2024-01-01,2024-07-01
2024-01-09,353,棋01978,0,2024-01-06,2024-07-06
2024-01-09,354,廷75975,0,2024-01-01,2024-07-01
2024-01-09,355,甫82713,0,2024-01-01,2024-07-01
2024-01-09,356,誠16650,0,2024-01-01,2024-07-01
2024-01-09,357,玲31270,0,2024-01-01,2024-07-01
2024-01-09,358,偉45732,0,2024-01-02,2024-07-02
2024-01-09,359,吉96266,0,2024-01-01,2024-07-01
2024-01-09,360,凡96651,0,2024-01-01,2024-07-01
